,,,,,,,,,
,,,,,,,,,
,,,,,,,"2016 County PRI, Alpha Order",,
,,,,,,,,,
,,,,,,,,PRI Numerator,PRI Denominator
,,,,,,,Statewide,4330997.0,6034578.0
,,,,,,,Alameda,116103.0,175986.0
,,,,,,,Alpine,151.0,227.0
,,,,,,,Amador,3336.0,4450.0
,,,,,,,Butte,32065.0,50673.0
,,,,,,,Calaveras,5187.0,6588.0
,,,,,,,Colusa,1428.0,3454.0
,,,,,,,Contra Costa,67937.0,107992.0
,,,,,,,Del Norte,5318.0,5486.0
,,,,,,,El Dorado,12773.0,19417.0
,,,,,,,Fresno,220324.0,253718.0
,,,,,,,Glenn,3615.0,5745.0
,,,,,,,Humboldt,21216.0,33393.0
,,,,,,,Imperial,42812.0,47396.0
,,,,,,,Inyo,2047.0,2230.0
,,,,,,,Kern,164240.0,215670.0
,,,,,,,Kings,24656.0,27457.0
,,,,,,,Lake,12483.0,11882.0
,,,,,,,Lassen,3149.0,3801.0
,,,,,,,Los Angeles,1118309.0,1722922.0
,,,,,,,Madera,29255.0,31946.0
,,,,,,,Marin,10304.0,20564.0
,,,,,,,Mariposa,2013.0,3176.0
,,,,,,,Mendocino,12644.0,19475.0
,,,,,,,Merced,56660.0,59925.0
,,,,,,,Modoc,1085.0,1612.0
,,,,,,,Mono,794.0,1183.0
,,,,,,,Monterey,50326.0,60652.0
,,,,,,,Napa,7274.0,16826.0
,,,,,,,Nevada,7661.0,15723.0
,,,,,,,Orange,253145.0,357201.0
,,,,,,,Placer,17626.0,34761.0
,,,,,,,Plumas,2132.0,2867.0
,,,,,,,Riverside,287643.0,421674.0
,,,,,,,Sacramento,214057.0,270639.0
,,,,,,,San Benito,5620.0,7743.0
,,,,,,,San Bernardino,390590.0,403622.0
,,,,,,,San Diego,286487.0,468815.0
,,,,,,,San Francisco,52812.0,80563.0
,,,,,,,San Joaquin,116204.0,125684.0
,,,,,,,San Luis Obispo,18141.0,35022.0
,,,,,,,San Mateo,29409.0,53231.0
,,,,,,,Santa Barbara,38650.0,64124.0
,,,,,,,Santa Clara,103617.0,180133.0
,,,,,,,Santa Cruz,26730.0,38408.0
,,,,,,,Shasta,24407.0,34951.0
,,,,,,,Sierra,277.0,440.0
,,,,,,,Siskiyou,6773.0,10625.0
,,,,,,,Solano,42353.0,58481.0
,,,,,,,Sonoma,33627.0,51365.0
,,,,,,,Stanislaus,88015.0,93759.0
,,,,,,,Sutter,13129.0,19006.0
,,,,,,,Tehama,9931.0,14988.0
,,,,,,,Trinity,1757.0,3189.0
,,,,,,,Tulare,122467.0,115553.0
,,,,,,,Tuolumne,5452.0,8882.0
,,,,,,,Ventura,75011.0,90705.0
,,,,,,,Yolo,20843.0,46097.0
,,,,,,,Yuba,13332.0,14544.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
*  Counties shaded with green display PRI values based on 5-year estimates; counties shaded in blue display PRI values based on 1-year estimates.  Because of  ,,,,,,,,,
"     this difference, it is not recommended to make direct comparisons of PRI values between 1-year estimate and 5-year estimate counties.  For example, 2015 PRI",,,,,,,,,
"     values for small population counties (shaded green) are based on component data collected over the course of 2011, 2012, 2013, 2014, and 2015 whereas",,,,,,,,,
     larger population counties (shaded blue) are based on component data collected only during the year 2015.,,,,,,,,,
,,,,,,,,,
Sources: Based on federal Program Access Index used by USDA FNS and modified by CDSS to calculate county Program Reach Index.,,,,,,,,,
"                US Census Bureau ACS Estimates, DFA 256, MEDS.",,,,,,,,,
