,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Total Population, 2014",,,,,,,,,
"Total Population, 2014",,,,,0.0,,,,
,,,,,,,,,
,,,,,,,,,
Sum of Total_Pop_CY,Column Labels,,,,,,,,
Row Labels,00 Statewide,,,,,,,,
2014.0,38548204.0,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Elderly Population (age 60+), 2014",,,,,,,,,≥
"Elderly Population (age 60+), 2014",,,,,0.0,,,,
,,,,,,,,,
,,,,,,,,,
Sum of Total_Elderly_60_plus_CY,Column Labels,,,,,,,,
Row Labels,00 Statewide,,,,,,,,
2014.0,7071818.0,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Population Under Age 18, 2014",,,,,,,,,
"Population Under Age 18, 2014",,,,,0.0,,,,
,,,,,,,,,
,,,,,,,,,
Sum of Total_Children_under_18_CY,Column Labels,,,,,,,,
Row Labels,00 Statewide,,,,,,,,
2014.0,9157600.21082,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"ESL Population (age 5+), 2014",,,,,,,,,
"ESL Population (age 5+), 2014",,,,,0.0,,,,
,,,,,,,,,
,,,,,,,,,
Sum of Total_ESL_over_5_CY,Column Labels,,,,,,,,
Row Labels,00 Statewide,,,,,,,,
2014.0,3760183.0,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Persons Receiving Medi-Cal, 2016",,,,,,,,,
"Persons Receiving Medi-Cal, 2016",,,,,0.0,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Sum of MC_Enrollment,,County,,,,,,,
Calendar_Year,Month,00 Statewide,,,,,,,
2016.0,,,,,,,,,
,January,13572223.0,,,,,,,
