,,This page is not accessible. Please refer to the sheet called 'Data' for an accessible data table.,,,,,,,,,,,,,,
,,CalFresh,,,,,,,,,,,,,,
,,Participants by Race/Ethnicity,,,,,,,,,,,,,,
,,Federal-Only Households,,,,,,,,,,,,,,
Statewide,42917.0,DFA 358F,,,,,,,,,,,,,,
Alameda,,,,,,,,,,,,,,,,
Alpine,,Statewide,,,,,,42552.0,,,,,,,,
Amador,,,,,,,,,,,,,,,,
Butte,,Number of Federal-Only and Combined Households participating in CalFresh during July by race and assistance status.,,,,,,,,,,,,,,
Calaveras,,Race,,,A.  Number of Household Contacts by Race,,,,,,B.  Number of Hispanic or Latino Household Contacts Reported in A. by Race,,,,,
Colusa,,,,,PAFS Households,,NAFS Households,,TOTAL,,PAFS Households,,NAFS Households,,TOTAL,
Contra Costa,,1.  Household Contacts Who Marked Only One Race,,,,,,,,,,,,,,
Del Norte,,American Indian or Alaska Native,,,1.0,3575.0,2.0,21360.0,3.0,24935.0,4.0,1744.0,5.0,8797.0,6.0,10541.0
El Dorado,,Asian Categories,,,7.0,9755.0,8.0,105119.0,9.0,114874.0,10.0,579.0,11.0,3244.0,12.0,3823.0
Fresno,,,Asian Indian,,13.0,738.0,14.0,5861.0,15.0,6599.0,16.0,142.0,17.0,533.0,18.0,675.0
Glenn,,,Cambodian,,19.0,999.0,20.0,6086.0,21.0,7085.0,22.0,62.0,23.0,285.0,24.0,347.0
Humboldt,,,Chinese,,25.0,1094.0,26.0,16500.0,27.0,17594.0,28.0,13.0,29.0,98.0,30.0,111.0
Imperial,,,Japanese,,31.0,126.0,32.0,1633.0,33.0,1759.0,34.0,18.0,35.0,159.0,36.0,177.0
Inyo,,,Filipino,,37.0,2086.0,38.0,21666.0,39.0,23752.0,40.0,126.0,41.0,867.0,42.0,993.0
Kern,,,Korean,,43.0,303.0,44.0,4487.0,45.0,4790.0,46.0,7.0,47.0,56.0,48.0,63.0
Kings,,,Laotian,,49.0,779.0,50.0,5259.0,51.0,6038.0,52.0,75.0,53.0,403.0,54.0,478.0
Lake,,,Vietnamese,,55.0,1728.0,56.0,28799.0,57.0,30527.0,58.0,8.0,59.0,89.0,60.0,97.0
Lassen,,,Other Asian (not included above),,61.0,1783.0,62.0,13840.0,63.0,15623.0,64.0,98.0,65.0,623.0,66.0,721.0
Los Angeles,,,Reporting More Than One Asian Group,,67.0,119.0,68.0,988.0,69.0,1107.0,70.0,30.0,71.0,131.0,72.0,161.0
Madera,,Black or African American,,,73.0,40107.0,74.0,250720.0,75.0,290827.0,76.0,1020.0,77.0,4369.0,78.0,5389.0
Marin,,Native Hawaiian or Other Pacific Islander,,,79.0,2791.0,80.0,18155.0,81.0,20946.0,82.0,1011.0,83.0,5787.0,84.0,6798.0
Mariposa,,,Native Hawaiian,,85.0,386.0,86.0,2438.0,87.0,2824.0,88.0,125.0,89.0,436.0,90.0,561.0
Mendocino,,,Guamanian,,91.0,672.0,92.0,3914.0,93.0,4586.0,94.0,572.0,95.0,3110.0,96.0,3682.0
Merced,,,Samoan,,97.0,753.0,98.0,5007.0,99.0,5760.0,100.0,267.0,101.0,1944.0,102.0,2211.0
Modoc,,,Other Pacific Islander (not included above),,103.0,960.0,104.0,6660.0,105.0,7620.0,106.0,30.0,107.0,205.0,108.0,235.0
Mono,,,Reporting More Than One Native Hawaiian or Pacific Islander Group,,109.0,20.0,110.0,136.0,111.0,156.0,112.0,17.0,113.0,92.0,114.0,109.0
Riverside,,White,,,115.0,124376.0,116.0,858015.0,117.0,982391.0,118.0,66098.0,119.0,365376.0,120.0,431474.0
Sacramento,,2.  Household Contacts Who Marked Two Races,,,,,,,,,,,,,,
San Benito,,American Indian or Alaska Native and White,,,121.0,1088.0,122.0,6286.0,123.0,7374.0,124.0,585.0,125.0,2143.0,126.0,2728.0
San Bernardino,,Asian and White,,,127.0,587.0,128.0,3639.0,129.0,4226.0,130.0,248.0,131.0,1087.0,132.0,1335.0
San Diego,,Black or African American and White,,,133.0,1171.0,134.0,6071.0,135.0,7242.0,136.0,316.0,137.0,1247.0,138.0,1563.0
San Francisco,,"American Indian or Alaska Native and
    Black or African American",,,139.0,157.0,140.0,936.0,141.0,1093.0,142.0,53.0,143.0,248.0,144.0,301.0
San Joaquin,,3.  Other--Household Contacts Who Chose Racial Combinations Not Included Above,,,,,,,,,,,,,,
San Luis Obispo,,Reporting Race(s) Not Included Above,,,145.0,36404.0,146.0,225098.0,147.0,261502.0,148.0,29175.0,149.0,172257.0,150.0,201432.0
San Mateo,,4.  Nonreporting Household Contacts Where Worker Unable to Make Race Determination,,,,,,,,,,,,,,
Santa Barbara,,Worker Unable to Determine Race,,,151.0,58928.0,152.0,332763.0,153.0,391691.0,154.0,56413.0,155.0,304136.0,156.0,360549.0
Santa Clara,,5.  Totals,,,157.0,278939.0,158.0,1828162.0,159.0,2107101.0,160.0,157242.0,161.0,868691.0,162.0,1025933.0
Santa Cruz,,,,,,,,,,,,,,,,
Shasta,,COMMENTS  a/,,,,,,,,,,,,,,
Sierra,,42,,,,,,,,,,,,,,
Siskiyou,,,,,,,,,,,,,,CDSS Use Only:,12825018.0,
Solano,,,,,,,,,,,,,,,,
Sonoma,,,,,,,,,,,,,,,,
Stanislaus,,,,,,,,,,,,,,,,
