,,This page is not accessible. Please refer to the sheet called 'Data' for an accessible data table.,,,,,,,,,,,,,,
,,CalFresh,,,,,,,,,,,,,,
,,Participants by Race/Ethnicity,,,,,,,,,,,,,,
,,Federal-Only Households,,,,,,,,,,,,,,
Statewide,43282.0,DFA 358F,,,,,,,,,,,,,,
Alameda,,,,,,,,,,,,,,,,
Alpine,,Statewide,,,,,,43282.0,,,,,,,,
Amador,,,,,,,,,,,,,,,,
Butte,,Number of Federal-Only and Combined Households participating in CalFresh during July by race and assistance status.,,,,,,,,,,,,,,
Calaveras,,Race,,,A.  Number of Household Contacts by Race,,,,,,B.  Number of Hispanic or Latino Household Contacts Reported in A. by Race,,,,,
Colusa,,,,,PAFS Households,,NAFS Households,,TOTAL,,PAFS Households,,NAFS Households,,TOTAL,
Contra Costa,,1.  Household Contacts Who Marked Only One Race,,,,,,,,,,,,,,
Del Norte,,American Indian or Alaska Native,,,1.0,1870.0,2.0,15213.0,3.0,17083.0,4.0,541.0,5.0,3670.0,6.0,4211.0
El Dorado,,Asian Categories,,,7.0,6119.0,8.0,103501.0,9.0,109620.0,10.0,388.0,11.0,2889.0,12.0,3277.0
Fresno,,,Asian Indian,,13.0,567.0,14.0,6359.0,15.0,6926.0,16.0,75.0,17.0,461.0,18.0,536.0
Glenn,,,Cambodian,,19.0,623.0,20.0,5275.0,21.0,5898.0,22.0,14.0,23.0,119.0,24.0,133.0
Humboldt,,,Chinese,,25.0,537.0,26.0,16510.0,27.0,17047.0,28.0,39.0,29.0,235.0,30.0,274.0
Imperial,,,Japanese,,31.0,111.0,32.0,1759.0,33.0,1870.0,34.0,16.0,35.0,138.0,36.0,154.0
Inyo,,,Filipino,,37.0,1380.0,38.0,23496.0,39.0,24876.0,40.0,116.0,41.0,950.0,42.0,1066.0
Kern,,,Korean,,43.0,279.0,44.0,5362.0,45.0,5641.0,46.0,9.0,47.0,68.0,48.0,77.0
Kings,,,Laotian,,49.0,448.0,50.0,4466.0,51.0,4914.0,52.0,39.0,53.0,317.0,54.0,356.0
Lake,,,Vietnamese,,55.0,976.0,56.0,25493.0,57.0,26469.0,58.0,53.0,59.0,379.0,60.0,432.0
Lassen,,,Other Asian (not included above),,61.0,1081.0,62.0,13387.0,63.0,14468.0,64.0,22.0,65.0,160.0,66.0,182.0
Los Angeles,,,Reporting More Than One Asian Group,,67.0,117.0,68.0,1394.0,69.0,1511.0,70.0,5.0,71.0,62.0,72.0,67.0
Madera,,Black or African American,,,73.0,33764.0,74.0,241981.0,75.0,275745.0,76.0,1233.0,77.0,7507.0,78.0,8740.0
Marin,,Native Hawaiian or Other Pacific Islander,,,79.0,1319.0,80.0,11116.0,81.0,12435.0,82.0,168.0,83.0,1311.0,84.0,1479.0
Mariposa,,,Native Hawaiian,,85.0,158.0,86.0,1646.0,87.0,1804.0,88.0,20.0,89.0,217.0,90.0,237.0
Mendocino,,,Guamanian,,91.0,94.0,92.0,915.0,93.0,1009.0,94.0,20.0,95.0,158.0,96.0,178.0
Merced,,,Samoan,,97.0,334.0,98.0,2694.0,99.0,3028.0,100.0,22.0,101.0,149.0,102.0,171.0
Modoc,,,Other Pacific Islander (not included above),,103.0,724.0,104.0,5760.0,105.0,6484.0,106.0,105.0,107.0,778.0,108.0,883.0
Mono,,,Reporting More Than One Native Hawaiian or Pacific Islander Group,,109.0,9.0,110.0,101.0,111.0,110.0,112.0,1.0,113.0,9.0,114.0,10.0
Riverside,,White,,,115.0,71631.0,116.0,699655.0,117.0,771286.0,118.0,28816.0,119.0,193214.0,120.0,222030.0
Sacramento,,2.  Household Contacts Who Marked Two Races,,,,,,,,,,,,,,
San Benito,,American Indian or Alaska Native and White,,,121.0,947.0,122.0,6530.0,123.0,7477.0,124.0,428.0,125.0,1828.0,126.0,2256.0
San Bernardino,,Asian and White,,,127.0,472.0,128.0,4021.0,129.0,4493.0,130.0,164.0,131.0,1107.0,132.0,1271.0
San Diego,,Black or African American and White,,,133.0,876.0,134.0,5171.0,135.0,6047.0,136.0,200.0,137.0,1054.0,138.0,1254.0
San Francisco,,"American Indian or Alaska Native and
    Black or African American",,,139.0,119.0,140.0,751.0,141.0,870.0,142.0,22.0,143.0,106.0,144.0,128.0
San Joaquin,,3.  Other--Household Contacts Who Chose Racial Combinations Not Included Above,,,,,,,,,,,,,,
San Luis Obispo,,Reporting Race(s) Not Included Above,,,145.0,70130.0,146.0,400272.0,147.0,470402.0,148.0,67225.0,149.0,375544.0,150.0,442769.0
San Mateo,,4.  Nonreporting Household Contacts Where Worker Unable to Make Race Determination,,,,,,,,,,,,,,
Santa Barbara,,Worker Unable to Determine Race,,,151.0,26761.0,152.0,225455.0,153.0,252216.0,154.0,20721.0,155.0,152242.0,156.0,172963.0
Santa Clara,,5.  Totals,,,157.0,214008.0,158.0,1713666.0,159.0,1927674.0,160.0,119906.0,161.0,740472.0,162.0,860378.0
Santa Cruz,,,,,,,,,,,,,,,,
Shasta,,COMMENTS  a/,,,,,,,,,,,,,,
Sierra,,All reporting,,,,,,,,,,,,,,
Siskiyou,,,,,,,,,,,,,,CDSS Use Only:,11405830.0,
Solano,,,,,,,,,,,,,,,,
Sonoma,,,,,,,,,,,,,,,,
Stanislaus,,,,,,,,,,,,,,,,
Sutter,,,,,,,,,,,,,,,,
