,,This page is not accessible. Please refer to the sheet called 'Data' for an accessible data table.,,,,,,,,,,,,,,
,,CalFresh,,,,,,,,,,,,,,
,,Participants by Race/Ethnicity,,,,,,,,,,,,,,
,,State-Only Households,,,,,,,,,,,,,,
Statewide,42917.0,DFA 358S,,,,,,,,,,,,,,
Alameda,,,,,,,,,,,,,,,,
Alpine,,Statewide,,,,,,42917.0,,,,,,,,
Amador,,,,,,,,,,,,,,,,
Butte,,Number of Federal-Only and Combined Households participating in CalFresh during July by race and assistance status.,,,,,,,,,,,,,,
Calaveras,,Race,,,A.  Number of Household Contacts by Race,,,,,,B.  Number of Hispanic or Latino Household Contacts Reported in A. by Race,,,,,
Colusa,,,,,PAFS Households,,NAFS Households,,TOTAL,,PAFS Households,,NAFS Households,,TOTAL,
Contra Costa,,1.  Household Contacts Who Marked Only One Race,,,,,,,,,,,,,,
Del Norte,,American Indian or Alaska Native,,,1.0,1.0,2.0,14.0,3.0,15.0,4.0,1.0,5.0,5.0,6.0,6.0
El Dorado,,Asian Categories,,,7.0,24.0,8.0,3593.0,9.0,3617.0,10.0,1.0,11.0,12.0,12.0,13.0
Fresno,,,Asian Indian,,13.0,3.0,14.0,330.0,15.0,333.0,16.0,0.0,17.0,0.0,18.0,0.0
Glenn,,,Cambodian,,19.0,3.0,20.0,59.0,21.0,62.0,22.0,0.0,23.0,0.0,24.0,0.0
Humboldt,,,Chinese,,25.0,3.0,26.0,810.0,27.0,813.0,28.0,0.0,29.0,1.0,30.0,1.0
Imperial,,,Japanese,,31.0,0.0,32.0,10.0,33.0,10.0,34.0,0.0,35.0,1.0,36.0,1.0
Inyo,,,Filipino,,37.0,10.0,38.0,1002.0,39.0,1012.0,40.0,0.0,41.0,8.0,42.0,8.0
Kern,,,Korean,,43.0,1.0,44.0,77.0,45.0,78.0,46.0,0.0,47.0,0.0,48.0,0.0
Kings,,,Laotian,,49.0,1.0,50.0,15.0,51.0,16.0,52.0,1.0,53.0,0.0,54.0,1.0
Lake,,,Vietnamese,,55.0,0.0,56.0,958.0,57.0,958.0,58.0,0.0,59.0,1.0,60.0,1.0
Lassen,,,Other Asian (not included above),,61.0,3.0,62.0,309.0,63.0,312.0,64.0,0.0,65.0,0.0,66.0,0.0
Los Angeles,,,Reporting More Than One Asian Group,,67.0,0.0,68.0,23.0,69.0,23.0,70.0,0.0,71.0,1.0,72.0,1.0
Madera,,Black or African American,,,73.0,20.0,74.0,431.0,75.0,451.0,76.0,0.0,77.0,1.0,78.0,1.0
Marin,,Native Hawaiian or Other Pacific Islander,,,79.0,0.0,80.0,113.0,81.0,113.0,82.0,0.0,83.0,1.0,84.0,1.0
Mariposa,,,Native Hawaiian,,85.0,0.0,86.0,3.0,87.0,3.0,88.0,0.0,89.0,0.0,90.0,0.0
Mendocino,,,Guamanian,,91.0,0.0,92.0,1.0,93.0,1.0,94.0,0.0,95.0,1.0,96.0,1.0
Merced,,,Samoan,,97.0,0.0,98.0,4.0,99.0,4.0,100.0,0.0,101.0,0.0,102.0,0.0
Modoc,,,Other Pacific Islander (not included above),,103.0,0.0,104.0,105.0,105.0,105.0,106.0,0.0,107.0,0.0,108.0,0.0
Mono,,,Reporting More Than One Native Hawaiian or Pacific Islander Group,,109.0,0.0,110.0,0.0,111.0,0.0,112.0,0.0,113.0,0.0,114.0,0.0
Riverside,,White,,,115.0,152.0,116.0,3598.0,117.0,3750.0,118.0,20.0,119.0,712.0,120.0,732.0
Sacramento,,2.  Household Contacts Who Marked Two Races,,,,,,,,,,,,,,
San Benito,,American Indian or Alaska Native and White,,,121.0,0.0,122.0,23.0,123.0,23.0,124.0,0.0,125.0,13.0,126.0,13.0
San Bernardino,,Asian and White,,,127.0,1.0,128.0,15.0,129.0,16.0,130.0,0.0,131.0,2.0,132.0,2.0
San Diego,,Black or African American and White,,,133.0,0.0,134.0,4.0,135.0,4.0,136.0,0.0,137.0,2.0,138.0,2.0
San Francisco,,"American Indian or Alaska Native and
    Black or African American",,,139.0,0.0,140.0,0.0,141.0,0.0,142.0,0.0,143.0,0.0,144.0,0.0
San Joaquin,,3.  Other--Household Contacts Who Chose Racial Combinations Not Included Above,,,,,,,,,,,,,,
San Luis Obispo,,Reporting Race(s) Not Included Above,,,145.0,83.0,146.0,1853.0,147.0,1936.0,148.0,69.0,149.0,1310.0,150.0,1379.0
San Mateo,,4.  Nonreporting Household Contacts Where Worker Unable to Make Race Determination,,,,,,,,,,,,,,
Santa Barbara,,Worker Unable to Determine Race,,,151.0,24.0,152.0,801.0,153.0,825.0,154.0,16.0,155.0,498.0,156.0,514.0
Santa Clara,,5.  Totals,,,157.0,305.0,158.0,10445.0,159.0,10750.0,160.0,107.0,161.0,2556.0,162.0,2663.0
Santa Cruz,,,,,,,,,,,,,,,,
Shasta,,COMMENTS  a/,,,,,,,,,,,,,,
Sierra,,42,,,,,,,,,,,,,,
Siskiyou,,,,,,,,,,,,,,CDSS Use Only:,61140.0,
Solano,,,,,,,,,,,,,,,,
Sonoma,,,,,,,,,,,,,,,,
Stanislaus,,,,,,,,,,,,,,,,
Sutter,,,,,,,,,,,,,,,,
Tehama,,,,,,,,,,,,,,,,
Trinity,,,,,,,,,,,,,,,,
Tulare,,,,,,,,,,,,,,,,
Tuolumne,,,,,,,,,,,,,,,,
Ventura,,,,,,,,,,,,,,,,
Yolo,,,,,,,,,,,,,,,,
Yuba,,,,,,,,,,,,,,,,
