county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate
Mendocino,813.0,5.0,0.0,2028.0,4.0,6.0,2841.0,9.0,6.0,2193.0,4105.0,6298.0,14.0,6.0,13.0,5.0,27.0,11.0,0.0,7.0,7.0,1110.0,0.0,1932.0,3042.0,521905.0,1925.0,749.0,714.0,523830.0,1463.0,525293.0,2003,JUL,2856.0,3.0,2003-07-01
Merced,3484.0,38.0,1.0,4774.0,46.0,6.0,8258.0,84.0,7.0,9701.0,16252.0,25953.0,98.0,44.0,148.0,57.0,246.0,101.0,1.0,6.0,7.0,5.0,8344.0,0.0,8349.0,1962541.0,13705.0,11718.0,770.0,1976246.0,12488.0,1988734.0,2003,JUL,8349.0,3.0,2003-07-01
Modoc,100.0,0.0,0.0,175.0,1.0,1.0,275.0,1.0,1.0,265.0,384.0,649.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,277.0,0.0,0.0,277.0,50364.0,94.0,166.0,139.0,50458.0,305.0,50763.0,2003,JUL,277.0,3.0,2003-07-01
Mono,23.0,0.0,0.0,94.0,0.0,0.0,117.0,0.0,0.0,60.0,171.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,8.0,122.0,21614.0,0.0,0.0,0.0,21614.0,0.0,21614.0,2003,JUL,117.0,3.0,2003-07-01
Monterey,1964.0,102.0,0.0,3478.0,134.0,14.0,5442.0,236.0,14.0,5499.0,8868.0,14367.0,266.0,110.0,401.0,149.0,667.0,259.0,0.0,15.0,15.0,5673.0,0.0,419.0,6092.0,1066845.0,56670.0,8260.0,1972.0,1123515.0,10232.0,1133747.0,2003,JUL,5692.0,3.0,2003-07-01
Napa,52.0,2.0,0.0,160.0,5.0,1.0,212.0,7.0,1.0,142.0,377.0,519.0,3.0,2.0,15.0,6.0,18.0,8.0,0.0,3.0,3.0,184.0,0.0,0.0,184.0,47318.0,1954.0,606.0,325.0,49272.0,931.0,50203.0,2003,JUL,220.0,3.0,2003-07-01
Nevada,279.0,0.0,0.0,538.0,0.0,0.0,817.0,0.0,0.0,694.0,1059.0,1753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,137.0,902.0,148137.0,0.0,0.0,0.0,148137.0,0.0,148137.0,2003,JUL,817.0,3.0,2003-07-01
Orange,11847.0,158.0,17.0,15134.0,360.0,118.0,26981.0,518.0,135.0,30174.0,39482.0,69656.0,296.0,184.0,838.0,441.0,1134.0,625.0,46.0,186.0,232.0,0.0,0.0,28609.0,28609.0,5345338.0,120435.0,34330.0,26521.0,5465773.0,60851.0,5526624.0,2003,JUL,27634.0,3.0,2003-07-01
Placer,814.0,7.0,0.0,942.0,10.0,1.0,1756.0,17.0,1.0,2069.0,2089.0,4158.0,13.0,16.0,19.0,17.0,32.0,33.0,0.0,1.0,1.0,801.0,0.0,1190.0,1991.0,355510.0,3807.0,2637.0,137.0,359317.0,2774.0,362091.0,2003,JUL,1774.0,3.0,2003-07-01
Plumas,77.0,1.0,0.0,130.0,0.0,0.0,207.0,1.0,0.0,178.0,261.0,439.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,207.0,10.0,0.0,217.0,34007.0,336.0,16.0,0.0,34343.0,16.0,34359.0,2003,JUL,208.0,3.0,2003-07-01
Riverside,14261.0,186.0,40.0,7645.0,192.0,293.0,21906.0,378.0,333.0,39593.0,16242.0,55835.0,520.0,196.0,511.0,245.0,1031.0,441.0,81.0,110.0,191.0,0.0,24884.0,0.0,24884.0,5079406.0,93896.0,21231.0,58405.0,5173302.0,79636.0,5252938.0,2003,JUL,22617.0,3.0,2003-07-01
Sacramento,17954.0,286.0,180.0,17236.0,199.0,244.0,35190.0,485.0,424.0,56086.0,46261.0,102347.0,655.0,562.0,575.0,393.0,1230.0,955.0,685.0,513.0,1198.0,4962.0,32817.0,0.0,37779.0,8070802.0,110092.0,41905.0,88127.0,8180894.0,130032.0,8310926.0,2003,JUL,36099.0,3.0,2003-07-01
San Benito,302.0,4.0,0.0,588.0,18.0,8.0,890.0,22.0,8.0,863.0,1385.0,2248.0,10.0,4.0,50.0,23.0,60.0,27.0,0.0,8.0,8.0,1022.0,0.0,0.0,1022.0,180279.0,4995.0,1285.0,892.0,185274.0,2177.0,187451.0,2003,JUL,920.0,3.0,2003-07-01
San Bernardino,23678.0,146.0,13.0,19610.0,325.0,201.0,43288.0,471.0,214.0,69134.0,52026.0,121160.0,385.0,170.0,985.0,405.0,1370.0,575.0,39.0,302.0,341.0,0.0,0.0,49140.0,49140.0,10397206.0,125183.0,25559.0,46372.0,10522389.0,71931.0,10594320.0,2003,JUL,43973.0,3.0,2003-07-01
San Diego,14921.0,360.0,35.0,12319.0,361.0,186.0,27240.0,721.0,221.0,41037.0,33517.0,74554.0,833.0,413.0,925.0,440.0,1758.0,853.0,107.0,300.0,407.0,30473.0,0.0,418.0,30891.0,5918969.0,151852.0,53925.0,42183.0,6070821.0,96108.0,6166929.0,2003,JUL,28182.0,3.0,2003-07-01
San Francisco,4853.0,147.0,41.0,12778.0,163.0,392.0,17631.0,310.0,433.0,12590.0,15947.0,28537.0,211.0,184.0,211.0,228.0,422.0,412.0,107.0,556.0,663.0,0.0,17999.0,0.0,17999.0,2526667.0,55744.0,19172.0,57453.0,2582411.0,76625.0,2659036.0,2003,JUL,18374.0,3.0,2003-07-01
San Joaquin,6328.0,45.0,0.0,9250.0,129.0,23.0,15578.0,174.0,23.0,18582.0,26592.0,45174.0,139.0,53.0,348.0,187.0,487.0,240.0,0.0,36.0,36.0,17084.0,0.0,0.0,17084.0,3735765.0,36385.0,16533.0,4018.0,3772150.0,20551.0,3792701.0,2003,JUL,15775.0,3.0,2003-07-01
San Luis Obispo,1124.0,9.0,0.0,1232.0,27.0,10.0,2356.0,36.0,10.0,2759.0,3082.0,5841.0,18.0,12.0,54.0,31.0,72.0,43.0,0.0,11.0,11.0,2941.0,0.0,0.0,2941.0,489429.0,6992.0,1997.0,999.0,496421.0,2996.0,499417.0,2003,JUL,2402.0,3.0,2003-07-01
San Mateo,1361.0,14.0,1.0,1747.0,17.0,14.0,3108.0,31.0,15.0,3290.0,3653.0,6943.0,44.0,14.0,26.0,17.0,70.0,31.0,1.0,14.0,15.0,0.0,0.0,0.0,0.0,653492.0,2892.0,8460.0,2543.0,656384.0,11003.0,667387.0,2003,JUL,3154.0,3.0,2003-07-01
Santa Barbara,3172.0,85.0,6.0,2820.0,77.0,28.0,5992.0,162.0,34.0,6569.0,7144.0,13713.0,174.0,86.0,224.0,110.0,398.0,196.0,10.0,50.0,60.0,6734.0,0.0,0.0,6734.0,1125382.0,33624.0,7159.0,6263.0,1159006.0,13422.0,1172428.0,2003,JUL,6188.0,3.0,2003-07-01
Santa Clara,9220.0,105.0,13.0,9834.0,199.0,240.0,19054.0,304.0,253.0,24578.0,21965.0,46543.0,205.0,120.0,408.0,255.0,613.0,375.0,32.0,442.0,474.0,19973.0,0.0,0.0,19973.0,3931337.0,58441.0,28380.0,51820.0,3989778.0,80200.0,4069978.0,2003,JUL,19611.0,3.0,2003-07-01
Santa Cruz,1378.0,39.0,0.0,2215.0,23.0,5.0,3593.0,62.0,5.0,3184.0,4686.0,7870.0,62.0,40.0,23.0,28.0,85.0,68.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,658888.0,13472.0,4522.0,652.0,672360.0,5174.0,677534.0,2003,JUL,3660.0,3.0,2003-07-01
Shasta,1622.0,18.0,1.0,2626.0,59.0,5.0,4248.0,77.0,6.0,4295.0,5871.0,10166.0,56.0,23.0,187.0,70.0,243.0,93.0,1.0,6.0,7.0,4948.0,0.0,389.0,5337.0,898690.0,20394.0,5159.0,615.0,919084.0,5774.0,924858.0,2003,JUL,4331.0,3.0,2003-07-01
Sierra,16.0,0.0,0.0,23.0,0.0,0.0,39.0,0.0,0.0,49.0,38.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,7290.0,0.0,0.0,0.0,7290.0,0.0,7290.0,2003,JUL,39.0,3.0,2003-07-01
Siskiyou,474.0,4.0,0.0,875.0,12.0,2.0,1349.0,16.0,2.0,1327.0,1849.0,3176.0,9.0,4.0,32.0,16.0,41.0,20.0,0.0,2.0,2.0,1184.0,0.0,254.0,1438.0,261099.0,3445.0,1584.0,161.0,264544.0,1745.0,266289.0,2003,JUL,1367.0,3.0,2003-07-01
Solano,3207.0,8.0,3.0,1839.0,12.0,17.0,5046.0,20.0,20.0,9198.0,3520.0,12718.0,11.0,25.0,13.0,19.0,24.0,44.0,11.0,21.0,32.0,0.0,0.0,4978.0,4978.0,1019538.0,8837.0,282.0,3123.0,1028375.0,3405.0,1031780.0,2003,JUL,5086.0,3.0,2003-07-01
Sonoma,1707.0,3.0,0.0,2793.0,19.0,7.0,4500.0,22.0,7.0,4032.0,5367.0,9399.0,7.0,3.0,41.0,32.0,48.0,35.0,0.0,10.0,10.0,5010.0,0.0,0.0,5010.0,794505.0,6044.0,2548.0,893.0,800549.0,3441.0,803990.0,2003,JUL,4529.0,3.0,2003-07-01
Stanislaus,5585.0,62.0,2.0,5722.0,130.0,41.0,11307.0,192.0,43.0,16224.0,16490.0,32714.0,150.0,74.0,419.0,179.0,569.0,253.0,4.0,71.0,75.0,0.0,0.0,12067.0,12067.0,2600180.0,47176.0,12933.0,7650.0,2647356.0,20583.0,2667939.0,2003,JUL,11542.0,3.0,2003-07-01
Sutter,482.0,4.0,0.0,1066.0,17.0,1.0,1548.0,21.0,1.0,1379.0,2832.0,4211.0,18.0,5.0,59.0,21.0,77.0,26.0,0.0,1.0,1.0,1274.0,0.0,421.0,1695.0,338190.0,5504.0,879.0,10.0,343694.0,889.0,344583.0,2003,JUL,1570.0,3.0,2003-07-01
Tehama,678.0,1.0,0.0,1262.0,3.0,1.0,1940.0,4.0,1.0,1649.0,2994.0,4643.0,3.0,1.0,7.0,3.0,10.0,4.0,0.0,1.0,1.0,1940.0,0.0,0.0,1940.0,372205.0,983.0,401.0,139.0,373188.0,540.0,373728.0,2003,JUL,1945.0,3.0,2003-07-01
Trinity,108.0,0.0,0.0,193.0,0.0,1.0,301.0,0.0,1.0,297.0,469.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,232.0,0.0,70.0,302.0,63477.0,0.0,0.0,139.0,63477.0,139.0,63616.0,2003,JUL,302.0,3.0,2003-07-01
Tulare,9982.0,251.0,6.0,6087.0,316.0,76.0,16069.0,567.0,82.0,30939.0,14617.0,45556.0,459.0,448.0,643.0,751.0,1102.0,1199.0,19.0,322.0,341.0,18581.0,0.0,0.0,18581.0,3499592.0,127680.0,34042.0,12292.0,3627272.0,46334.0,3673606.0,2003,JUL,16718.0,3.0,2003-07-01
Tuolumne,365.0,0.0,0.0,518.0,0.0,0.0,883.0,0.0,0.0,1035.0,1177.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,946.0,0.0,953.0,167273.0,0.0,0.0,0.0,167273.0,0.0,167273.0,2003,JUL,883.0,3.0,2003-07-01
Ventura,3698.0,25.0,6.0,4818.0,86.0,33.0,8516.0,111.0,39.0,10208.0,11493.0,21701.0,62.0,27.0,225.0,109.0,287.0,136.0,22.0,47.0,69.0,9278.0,0.0,0.0,9278.0,1719885.0,0.0,0.0,12341.0,1719885.0,12341.0,1732226.0,2003,JUL,8666.0,3.0,2003-07-01
Yolo,1788.0,42.0,3.0,1240.0,27.0,23.0,3028.0,69.0,26.0,5239.0,2553.0,7792.0,76.0,64.0,57.0,35.0,133.0,99.0,4.0,53.0,57.0,0.0,0.0,3123.0,3123.0,632349.0,16710.0,5401.0,5455.0,649059.0,10856.0,659915.0,2003,JUL,3123.0,3.0,2003-07-01
Yuba,1013.0,35.0,2.0,1354.0,49.0,14.0,2367.0,84.0,16.0,3021.0,3667.0,6688.0,178.0,40.0,240.0,66.0,418.0,106.0,2.0,17.0,19.0,2315.0,0.0,550.0,2865.0,550912.0,27810.0,6907.0,3359.0,578722.0,10266.0,588988.0,2003,JUL,2467.0,3.0,2003-07-01
