,PART A:  APPLICATIONS FOR FOOD STAMPS,,,,,,,,,,"PART A:  APPLICATIONS FOR FOOD STAMPS, cont'd",,,,,PART B:  CERTIFIED CASELOAD MOVEMENT,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,PART C:  RECERTIFICATIONS,,,,,,,,,,"PART C:  RECERTIFICATIONS, cont'd",,,,,,,,,
,,1.,2.,3.,4.,4.a.,4.a.(1) PAFS,4.a. (1) NAFS,4.b. PAFS,4.b. NAFS,4.b. (1) PAFS,4.b. (1) NAFS,4.c. PAFS,4.c. NAFS,5.,PAFS,6. PAFS,7. PAFS,7.a. PAFS,7.a PAFS,7.a. PAFS,7.a. NAFS,7.a. NAFS,7.a. NAFS,7.a. PAFS,7.b. PAFS,7.c. PAFS,8. PAFS,8.a. PAFS,8.a.1.,8.b.,8.b.,8.b. PAFS,8.c.,8.c.,8.c. PAFS,9. PAFS,10. PAFS,NAFS,6. NAFS,7. NAFS,7.a. NAFS,7.b. NAFS,7.c. NAFS,8. NAFS,8.a. NAFS,8.b. NAFS,8.c. NAFS,9. NAFS,10. NAFS,11. PAFS,11.a. PAFS,11.a. PAFS,11.a. PAFS,11.a. NAFS,11.a. NAFS,11.a. NAFS,11.a. PAFS,11.b. PAFS,11.b. PAFS,11.b. PAFS,11.b. NAFS,11.b. NAFS,11.b. NAFS,11.b. PAFS,12. PAFS,11. NAFS,11.a. NAFS,11.b. NAFS,12. NAFS
,,Pending,Rec'd,Total,Disposed ,Approved,Approved over 30 days,,Denied,Denied,Denied in over 30 days,,With-,With-,Pending,Adj,Cs frwrd,Cases,Fed apps.,Fed/St apps,St. apps,Fed apps,Fed/St apps,St. apps,Total apps,Transferred,Other ,Total cs open,Pure Fed,Tot Fed,Comb cases St persons,,Fed/St,"St cases, St persons",,Pure St,Cs term,Cs frwrd,Adj,Cs frwrd,Cs added,Tot apps,Transfer'd,Other ,Total cs open,Pure Fed,Fed/St,Pure St,Cs term,Cs frwrd'd,Recerts,Federal,Fed/State,State,Federal,Fed/State,State,Total,Federal,Fed/State,State,Federal,Fed/State,State,Total,Overdue,Recerts,Total,Total,Overdue
County,Adj,last mo,this mo,during mo,,,,,,,,,drawn,drawn,end of mo,,frm lst mo,added,approved,approved,approved,approved,approved,approved,approved,from NAFS,approvals,during mo,cases,Pers count,Singles,Families,comb cs,Singles,Families,cases,during mo,to next mo,,frm lst mo,during mo,approved,frm PAFS,approvals,during mo,cases,comb cs,cases,dur mo,to next mo,disp of,contin elig,contin elig,contin elig,contin elig,contin elig,contin elig,contin elig,inelig,inelig,inelig,inelig,inelig,inelig,Ineligible,recert-CWD,disp of,contin elig,Ineligible,recert-CWD
Data Cell,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,,15.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,27.0,29.0,31.0,33.0,35.0,36.0,37.0,38.0,40.0,41.0,42.0,44.0,46.0,,16.0,18.0,26.0,28.0,30.0,32.0,34.0,39.0,43.0,45.0,47.0,48.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,66.0,49.0,57.0,65.0,67.0
Statewide,-2165.0,38263.0,99419.0,137682.0,96381.0,59333.0,307.0,816.0,5708.0,24492.0,55.0,412.0,1620.0,5228.0,41301.0,1305.0,277537.0,32490.0,15045.0,255.0,83.0,42722.0,695.0,533.0,15383.0,5581.0,11526.0,310027.0,303933.0,1793750.0,1254.0,14522.0,5196.0,5581.0,4549.0,898.0,41541.0,268486.0,4877.0,364168.0,65584.0,43950.0,5810.0,15824.0,429752.0,415615.0,8758.0,5379.0,70856.0,358896.0,21401.0,19626.0,390.0,78.0,21766.0,635.0,323.0,20094.0,1268.0,33.0,6.0,3382.0,103.0,15.0,1307.0,449.0,26224.0,22724.0,3500.0,398.0
Alameda,,1273.0,3628.0,4901.0,3515.0,2064.0,18.0,17.0,14.0,1171.0,0.0,0.0,0.0,266.0,1386.0,,11945.0,1654.0,737.0,10.0,9.0,1279.0,13.0,16.0,756.0,48.0,850.0,13599.0,13440.0,57894.0,133.0,164.0,159.0,254.0,0.0,0.0,1330.0,12269.0,,7454.0,2031.0,1308.0,57.0,666.0,9485.0,9175.0,115.0,195.0,1773.0,7712.0,789.0,758.0,31.0,0.0,399.0,32.0,7.0,789.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,459.0,438.0,21.0,0.0
Alpine,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,28.0,1.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Amador,,38.0,91.0,129.0,97.0,56.0,2.0,3.0,0.0,34.0,0.0,3.0,1.0,6.0,32.0,,111.0,41.0,5.0,0.0,0.0,51.0,0.0,0.0,5.0,25.0,11.0,152.0,151.0,911.0,0.0,2.0,1.0,0.0,1.0,0.0,28.0,124.0,,241.0,106.0,51.0,14.0,41.0,347.0,345.0,1.0,1.0,105.0,242.0,5.0,5.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,33.0,18.0,15.0,2.0
Butte,,272.0,823.0,1095.0,841.0,452.0,6.0,80.0,63.0,230.0,5.0,84.0,20.0,76.0,254.0,,2201.0,467.0,91.0,2.0,0.0,358.0,1.0,0.0,93.0,252.0,122.0,2668.0,2650.0,15215.0,0.0,93.0,17.0,9.0,0.0,1.0,305.0,2363.0,,4008.0,703.0,359.0,143.0,201.0,4711.0,4652.0,51.0,8.0,715.0,3996.0,106.0,100.0,2.0,0.0,242.0,2.0,1.0,102.0,4.0,0.0,0.0,76.0,0.0,0.0,4.0,8.0,321.0,245.0,76.0,30.0
Calaveras,,62.0,129.0,191.0,105.0,59.0,2.0,1.0,2.0,32.0,0.0,5.0,1.0,11.0,86.0,,179.0,36.0,11.0,0.0,0.0,48.0,0.0,0.0,11.0,18.0,7.0,215.0,215.0,1399.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,172.0,,362.0,92.0,48.0,21.0,23.0,454.0,454.0,0.0,0.0,95.0,359.0,11.0,10.0,0.0,0.0,13.0,0.0,0.0,10.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,26.0,13.0,13.0,1.0
