Accessible data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CalFresh
Monthly Caseload Report
(DFA 296)",,,,,,,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.
,,,,,,,,,,,,,,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,"PACF
Federal","PACF
Fed/State","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State",PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,Federal Persons,State Persons Singles,State Persons Families,PACF,NACF,State Persons Singles,State Persons Families,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,"PACF
Federal","PACF
Fed/State
","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State","PACF
Total","NACF
Total","PACF
Federal","PACF
Fed/State
","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State",PACF,NACF,PACF,NACF
,,,,,,,1. Applications pending at the beginning of the month,"1a. Item 5 from last month's report, as reported to CDSS",1b. Adjustment,2. Applications received during the month,3. Total applications on hand during the month,4. Applications disposed of during the month,4a. Applications approved (Same as Item 7a) ,4a1) Applications approved in over 30 days (CWD caused) ,4a1) Applications approved in over 30 days (CWD caused) ,4b. Applications denied ,4b. Applications denied,4b1) Applications denied in over 30 days (CWD caused),4b1) Applications denied in over 30 days (CWD caused),4c. Applications withdrawn ,4c. Applications withdrawn ,5. Applications pending at the end of the month,6. Cases brought forward at the beginning of the month,6. Cases brought forward at the beginning of the month,"6a. Item 10 from last month's report, as reported to CDSS","6a. Item 10 from last month's report, as reported to CDSS",6b. Adjustment,6b. Adjustment ,7. Cases added during the month,7. Cases added during the month,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7b. Change in assistance status from PACF or NACF,7b. Change in assistance status from PACF or NACF,7c. Inter-County Transfers,7c. Inter-County Transfers,7d. Cases with eligibility reinstated and benefits pro-rated during month,7d. Cases with eligibility reinstated and benefits pro-rated during month,7e. Other approvals,7e. Other approvals,"8. Total cases open during the month
",8. Total cases open during the month,8a. Pure federal cases,8a. Pure federal cases,8a1) Federal persons in Item 8a cases plus federal persons in Item 8b cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8c. Pure state cases,8c. Pure state cases,8c. Pure state cases,8c. Pure state cases,9. Cases terminated during the month,9. Cases terminated during the month,"10. Cases brought forward
at the end of the month
","10. Cases brought forward 
at the end of the month 
",11. Recertifications disposed of during the month,11. Recertifications disposed of during the month,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,12. Overdue recertifications (CWD caused) during the month,12. Overdue recertifications (CWD caused) during the month
Date,County Name, ,County Code,SFY,FFY,Report Month,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77
42186.0,Statewide,,00,2015-16,2015.0,42186.0,71576.0,82243.0,-10667.0,171441.0,243017.0,159337.0,104178.0,232.0,2820.0,1880.0,45809.0,142.0,2613.0,814.0,6656.0,83680.0,271141.0,1730095.0,270192.0,1715056.0,949.0,15039.0,13830.0,159803.0,6796.0,133.0,10.0,95346.0,1157.0,736.0,6939.0,97239.0,-2299.0,2619.0,630.0,1806.0,1941.0,7779.0,6619.0,50360.0,284971.0,1889898.0,280089.0,1856273.0,4509113.0,3314.0,31949.0,4714.0,22328.0,14604.0,696.0,168.0,11297.0,16800.0,151783.0,268171.0,1738115.0,25623.0,123493.0,24337.0,391.0,14.0,115155.0,1489.0,390.0,24742.0,117034.0,860.0,19.0,2.0,6294.0,122.0,43.0,881.0,6459.0,288.0,1427.0
42186.0,Alameda,,01,2015-16,2015.0,42186.0,4088.0,3741.0,347.0,4165.0,8253.0,4854.0,3074.0,9.0,653.0,1.0,1641.0,1.0,476.0,0.0,138.0,3399.0,8115.0,54389.0,8060.0,53287.0,55.0,1102.0,430.0,5534.0,206.0,5.0,0.0,2716.0,95.0,52.0,211.0,2863.0,-183.0,183.0,9.0,87.0,0.0,327.0,393.0,2074.0,8545.0,59923.0,8282.0,57808.0,133905.0,180.0,2060.0,258.0,1427.0,938.0,25.0,5.0,688.0,509.0,4875.0,8036.0,55048.0,670.0,3211.0,654.0,11.0,0.0,3030.0,70.0,21.0,665.0,3121.0,5.0,0.0,0.0,87.0,3.0,0.0,5.0,90.0,0.0,0.0
42186.0,Alpine,,02,2015-16,2015.0,42186.0,0.0,0.0,0.0,10.0,10.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,95.0,3.0,95.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,102.0,3.0,102.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,95.0,1.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42186.0,Amador,,03,2015-16,2015.0,42186.0,24.0,30.0,-6.0,154.0,178.0,130.0,94.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,6.0,48.0,177.0,1540.0,177.0,1540.0,0.0,0.0,7.0,142.0,5.0,0.0,0.0,88.0,1.0,0.0,5.0,89.0,-4.0,4.0,0.0,2.0,1.0,8.0,5.0,39.0,184.0,1682.0,184.0,1680.0,3513.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,157.0,173.0,1525.0,10.0,138.0,10.0,0.0,0.0,134.0,1.0,0.0,10.0,135.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
42186.0,Butte,,04,2015-16,2015.0,42186.0,649.0,653.0,-4.0,1516.0,2165.0,1446.0,801.0,4.0,60.0,0.0,545.0,0.0,37.0,0.0,100.0,719.0,1898.0,13631.0,1898.0,13631.0,0.0,0.0,24.0,1457.0,24.0,0.0,0.0,773.0,3.0,1.0,24.0,777.0,-64.0,64.0,7.0,30.0,4.0,76.0,53.0,510.0,1922.0,15088.0,1912.0,15014.0,32520.0,8.0,54.0,8.0,50.0,27.0,2.0,2.0,24.0,106.0,1371.0,1816.0,13717.0,209.0,1300.0,207.0,2.0,0.0,1249.0,3.0,2.0,209.0,1254.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0
42186.0,Calaveras,,05,2015-16,2015.0,42186.0,49.0,51.0,-2.0,202.0,251.0,202.0,123.0,0.0,0.0,1.0,69.0,0.0,0.0,0.0,9.0,49.0,257.0,2461.0,257.0,2462.0,0.0,-1.0,16.0,233.0,3.0,0.0,0.0,118.0,1.0,1.0,3.0,120.0,1.0,-1.0,3.0,7.0,4.0,27.0,5.0,80.0,273.0,2694.0,272.0,2683.0,5549.0,0.0,10.0,1.0,6.0,6.0,0.0,0.0,5.0,16.0,194.0,257.0,2500.0,34.0,246.0,34.0,0.0,0.0,244.0,1.0,0.0,34.0,245.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42186.0,Colusa,,06,2015-16,2015.0,42186.0,34.0,34.0,0.0,67.0,101.0,66.0,26.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,35.0,90.0,513.0,90.0,513.0,0.0,0.0,7.0,76.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,24.0,5.0,6.0,0.0,4.0,0.0,11.0,0.0,31.0,97.0,589.0,97.0,585.0,1598.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,7.0,81.0,90.0,508.0,12.0,44.0,12.0,0.0,0.0,44.0,0.0,0.0,12.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
