,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
,,,,,,,,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,"PACF
Federal","PACF
Fed/State","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State",PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,Federal Persons,State Persons Singles,State Persons Families,PACF,NACF,State Persons Singles,State Persons Families,PACF,NACF,PACF,NACF,PACF,NACF,PACF,NACF,"PACF
Federal","PACF
Fed/State
","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State","PACF
Total","NACF
Total","PACF
Federal","PACF
Fed/State
","PACF
State","NACF
Federal","NACF
Fed/State","NACF
State",PACF,NACF,PACF,NACF,16730925.0
,1. Applications pending at the beginning of the month,"1a. Item 5 from last month's report, as reported to CDSS",1b. Adjustment,2. Applications received during the month,3. Total applications on hand during the month,4. Applications disposed of during the month,4a. Applications approved (Same as Item 7a) ,4a1) Applications approved in over 30 days (CWD caused) ,4a1) Applications approved in over 30 days (CWD caused) ,4b. Applications denied ,4b. Applications denied,4b1) Applications denied in over 30 days (CWD caused),4b1) Applications denied in over 30 days (CWD caused),4c. Applications withdrawn ,4c. Applications withdrawn ,5. Applications pending at the end of the month,6. Cases brought forward at the beginning of the month,6. Cases brought forward at the beginning of the month,"6a. Item 10 from last month's report, as reported to CDSS","6a. Item 10 from last month's report, as reported to CDSS",6b. Adjustment,6b. Adjustment ,7. Cases added during the month,7. Cases added during the month,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7a. Applications approved ,7b. Change in assistance status from PACF or NACF,7b. Change in assistance status from PACF or NACF,7c. Inter-County Transfers,7c. Inter-County Transfers,7d. Cases with eligibility reinstated and benefits pro-rated during month,7d. Cases with eligibility reinstated and benefits pro-rated during month,7e. Other approvals,7e. Other approvals,"8. Total cases open during the month
",8. Total cases open during the month,8a. Pure federal cases,8a. Pure federal cases,8a1) Federal persons in Item 8a cases plus federal persons in Item 8b cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8b. Federal/State combined cases,8c. Pure state cases,8c. Pure state cases,8c. Pure state cases,8c. Pure state cases,9. Cases terminated during the month,9. Cases terminated during the month,"10. Cases brought forward
at the end of the month
","10. Cases brought forward 
at the end of the month 
",11. Recertifications disposed of during the month,11. Recertifications disposed of during the month,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11a. Determined continuing eligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,11b. Determined ineligible,12. Overdue recertifications (CWD caused) during the month,12. Overdue recertifications (CWD caused) during the month,
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,
Statewide,84456.0,98676.0,-14220.0,167347.0,251803.0,158575.0,98518.0,594.0,2614.0,2453.0,49352.0,264.0,2943.0,895.0,7357.0,93228.0,326519.0,1646087.0,328097.0,1638056.0,-1578.0,8031.0,21438.0,150345.0,9476.0,221.0,32.0,86943.0,1093.0,753.0,9729.0,88789.0,-277.0,1121.0,1350.0,2550.0,1795.0,6327.0,8841.0,51558.0,347957.0,1796432.0,342738.0,1765651.0,4445481.0,3216.0,30108.0,5015.0,20531.0,13211.0,597.0,204.0,10250.0,19238.0,144364.0,328719.0,1652068.0,26486.0,110697.0,25187.0,386.0,16.0,102063.0,1261.0,331.0,25589.0,103655.0,876.0,21.0,0.0,6860.0,148.0,34.0,897.0,7042.0,114.0,1331.0,
Alameda,4102.0,4406.0,-304.0,4105.0,8207.0,4261.0,2414.0,12.0,317.0,1.0,1646.0,0.0,392.0,0.0,200.0,3946.0,9242.0,53572.0,9281.0,52415.0,-39.0,1157.0,648.0,4983.0,180.0,11.0,0.0,2121.0,71.0,31.0,191.0,2223.0,2.0,9.0,26.0,81.0,11.0,331.0,418.0,2339.0,9890.0,58555.0,9617.0,56786.0,134221.0,149.0,1748.0,268.0,1235.0,718.0,3.0,5.0,534.0,739.0,5587.0,9151.0,52968.0,507.0,2343.0,485.0,13.0,1.0,2177.0,51.0,11.0,499.0,2239.0,8.0,0.0,0.0,99.0,5.0,0.0,8.0,104.0,0.0,0.0,
Alpine,1.0,1.0,0.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,105.0,4.0,105.0,0.0,0.0,-1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,111.0,3.0,111.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amador,42.0,45.0,-3.0,147.0,189.0,155.0,92.0,0.0,4.0,0.0,55.0,0.0,0.0,0.0,8.0,34.0,163.0,1446.0,163.0,1446.0,0.0,0.0,9.0,139.0,4.0,0.0,0.0,88.0,0.0,0.0,4.0,88.0,-1.0,1.0,2.0,4.0,0.0,10.0,4.0,36.0,172.0,1585.0,172.0,1582.0,3355.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,140.0,164.0,1445.0,24.0,129.0,24.0,0.0,0.0,124.0,0.0,0.0,24.0,124.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,
Butte,629.0,636.0,-7.0,1356.0,1985.0,1456.0,868.0,11.0,39.0,0.0,500.0,0.0,25.0,0.0,88.0,529.0,1934.0,12652.0,1934.0,12653.0,0.0,-1.0,123.0,1400.0,39.0,0.0,0.0,825.0,2.0,2.0,39.0,829.0,-3.0,3.0,10.0,47.0,8.0,103.0,69.0,418.0,2057.0,14052.0,2048.0,13993.0,31495.0,6.0,47.0,9.0,39.0,23.0,5.0,0.0,20.0,108.0,976.0,1949.0,13076.0,201.0,1078.0,198.0,0.0,0.0,1049.0,2.0,1.0,198.0,1052.0,3.0,0.0,0.0,26.0,0.0,0.0,3.0,26.0,0.0,0.0,
Calaveras,46.0,48.0,-2.0,218.0,264.0,199.0,131.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,14.0,65.0,272.0,2402.0,272.0,2402.0,0.0,0.0,18.0,223.0,2.0,0.0,0.0,129.0,0.0,0.0,2.0,129.0,3.0,-3.0,4.0,8.0,2.0,26.0,7.0,63.0,290.0,2625.0,290.0,2616.0,5434.0,0.0,8.0,0.0,7.0,3.0,0.0,0.0,2.0,13.0,185.0,277.0,2440.0,41.0,198.0,41.0,0.0,0.0,195.0,0.0,0.0,41.0,195.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Colusa,60.0,60.0,0.0,58.0,118.0,61.0,23.0,1.0,8.0,1.0,35.0,0.0,2.0,0.0,2.0,57.0,94.0,518.0,94.0,518.0,0.0,0.0,9.0,60.0,3.0,0.0,0.0,20.0,0.0,0.0,3.0,20.0,6.0,5.0,0.0,5.0,0.0,7.0,0.0,23.0,103.0,578.0,102.0,577.0,1571.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,14.0,79.0,89.0,499.0,7.0,46.0,7.0,0.0,0.0,43.0,0.0,0.0,7.0,43.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
