county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,452537.0,218651.0,52803.0,22018.0,14769.0,144296.0,11.4,462821.0,319577.0,143244.0,68182.0,51247.0,10519.0,6416.0,29.8,0.1978,0.1166,0.1505,0.1132,2016,MAR,1.0,1.0,1.0,2016-03-01
Alameda,14795.0,6977.0,1628.0,898.0,560.0,4732.0,10.3,15926.0,11778.0,4148.0,1929.0,1098.0,507.0,324.0,40.0,0.2086,0.11,0.1304,0.0742,2016,MAR,0.0326934593193,0.0344107117006,1.0,2016-03-01
Alpine,15.0,10.0,0.0,0.0,0.0,5.0,8.0,17.0,5.0,12.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0667,0.0,2016,MAR,3.31464609524e-05,3.67312632746e-05,1.0,2016-03-01
Amador,459.0,222.0,60.0,29.0,22.0,126.0,10.3,636.0,387.0,249.0,154.0,134.0,13.0,7.0,27.7,0.2418,0.1307,0.3355,0.2919,2016,MAR,0.00101428170514,0.00137418137898,1.0,2016-03-01
Butte,4659.0,2384.0,676.0,211.0,153.0,1235.0,18.0,4928.0,2964.0,1964.0,1245.0,1121.0,86.0,38.0,27.3,0.2232,0.1451,0.2672,0.2406,2016,MAR,0.0102952907718,0.010647745024500001,1.0,2016-03-01
Calaveras,594.0,279.0,58.0,43.0,29.0,185.0,11.3,931.0,523.0,408.0,228.0,196.0,23.0,9.0,27.7,0.2189,0.0976,0.3838,0.33,2016,MAR,0.0013125998537100003,0.00201157682992,1.0,2016-03-01
Colusa,220.0,112.0,23.0,9.0,9.0,67.0,27.0,198.0,92.0,106.0,62.0,55.0,6.0,1.0,24.3,0.1864,0.1045,0.2818,0.25,2016,MAR,0.00048614809396800004,0.00042781118402099994,1.0,2016-03-01
Contra Costa,9015.0,4846.0,876.0,449.0,289.0,2555.0,11.3,7699.0,5900.0,1799.0,900.0,562.0,206.0,132.0,39.0,0.179,0.0972,0.0998,0.0623,2016,MAR,0.0199210230324,0.016634940938299998,1.0,2016-03-01
Del Norte,585.0,291.0,99.0,16.0,19.0,160.0,14.0,729.0,479.0,250.0,238.0,222.0,9.0,7.0,28.3,0.2291,0.1692,0.4068,0.3795,2016,MAR,0.0012927119771400002,0.00157512299572,1.0,2016-03-01
El Dorado,1914.0,956.0,226.0,92.0,63.0,577.0,10.0,2260.0,1188.0,1072.0,487.0,429.0,37.0,21.0,28.0,0.1991,0.1181,0.2544,0.2241,2016,MAR,0.0042294884175199995,0.004883097352970001,1.0,2016-03-01
Fresno,17499.0,6524.0,2676.0,1266.0,816.0,6217.0,7.7,24063.0,20484.0,3579.0,2601.0,1729.0,531.0,341.0,48.3,0.2719,0.1529,0.1486,0.0988,2016,MAR,0.038668661347,0.0519920228339,1.0,2016-03-01
Glenn,417.0,203.0,62.0,18.0,19.0,115.0,8.3,460.0,291.0,169.0,91.0,89.0,2.0,0.0,21.7,0.2374,0.1487,0.2182,0.2134,2016,MAR,0.0009214716144760001,0.000993904770959,1.0,2016-03-01
Humboldt,3337.0,1819.0,466.0,164.0,121.0,767.0,10.7,3471.0,1927.0,1544.0,1066.0,971.0,70.0,25.0,31.3,0.2251,0.1396,0.3194,0.29100000000000004,2016,MAR,0.007373982679869999,0.007499659695649999,1.0,2016-03-01
Imperial,3265.0,1569.0,568.0,154.0,136.0,838.0,10.0,4577.0,3135.0,1442.0,966.0,838.0,83.0,45.0,23.0,0.2628,0.174,0.2959,0.2567,2016,MAR,0.0072148796672999995,0.009889352471040001,1.0,2016-03-01
Inyo,229.0,120.0,32.0,9.0,9.0,59.0,7.3,313.0,187.0,126.0,83.0,77.0,4.0,2.0,26.0,0.2183,0.1397,0.3624,0.3362,2016,MAR,0.000506035970539,0.000676287376761,1.0,2016-03-01
Kern,18339.0,7482.0,3591.0,1102.0,668.0,5496.0,12.7,19365.0,12721.0,6644.0,3985.0,3414.0,397.0,174.0,19.7,0.2923,0.1958,0.2173,0.1862,2016,MAR,0.0405248631604,0.0418412301948,1.0,2016-03-01
Kings,2627.0,1011.0,563.0,143.0,82.0,828.0,9.0,3178.0,2009.0,1169.0,650.0,567.0,56.0,27.0,27.0,0.3,0.2143,0.2474,0.2158,2016,MAR,0.00580505019479,0.0068665855698,1.0,2016-03-01
Lake,1308.0,698.0,105.0,61.0,62.0,382.0,11.0,1810.0,1080.0,730.0,478.0,424.0,38.0,16.0,29.0,0.1743,0.0803,0.3654,0.3242,2016,MAR,0.00289037139505,0.00391079920747,1.0,2016-03-01
Lassen,362.0,196.0,19.0,27.0,11.0,109.0,15.0,481.0,253.0,228.0,87.0,81.0,4.0,2.0,25.7,0.1575,0.0525,0.2403,0.2238,2016,MAR,0.000799934590984,0.0010392786844199999,1.0,2016-03-01
Los Angeles,101982.0,58216.0,791.0,1132.0,1498.0,40345.0,15.7,76118.0,44756.0,31362.0,2803.0,213.0,1619.0,971.0,53.0,0.0335,0.78,0.0275,0.21,2016,MAR,0.225356158723,0.164465311643,1.0,2016-03-01
