county,apps_rcvd_during_month,online_apps_rcvd_during_month,apps_disposed_during_month,apps_approved,pacf_apps_approved_over_30d,nacf_apps_approved_over_30d,total_apps_approved_over_30d,pacf_apps_denied,nacf_apps_denied,total_apps_denied,pacf_apps_denied_because_ineligible,nacf_apps_denied_because_ineligible,total_apps_denied_because_ineligible,pacf_apps_denied_procedural_reasons,nacf_apps_denied_procedural_reasons,total_apps_denied_procedural_reasons,pacf_apps_denied_over_30d,nacf_apps_denied_over_30d,total_apps_denied_over_30d,pacf_apps_withdrawn,nacf_apps_withdrawn,total_apps_withdrawn,pacf_apps_processed_under_ES_disposed_during_month,nacf_apps_processed_under_ES_disposed_during_month,total_apps_processed_under_ES_disposed_during_month,pacf_found_entitled_to_ES,nacf_found_entitled_to_ES,total_found_entitled_to_ES,pacf_benefits_issued_1_to_3d,nacf_benefits_issued_1_to_3d,total_benefits_issued_1_to_3d,pacf_benefits_issued_4_to_7d,nacf_benefits_issued_4_to_7d,total_benefits_issued_4_to_7d,pacf_benefits_issued_over_7d,nacf_benefits_issued_over_7d,total_benefits_issued_over_7d,pacf_found_not_entitled_to_ES,nacf_found_not_entitled_to_ES,total_found_not_entitled_to_ES,pacf_cases_brought_from_begin_month,nacf_cases_brought_from_begin_month,total_cases_brought_from_begin_month,pacf_item_8_from_last_month_report,nacf_item_8_from_last_month_report,total_item_8_from_last_month_report,pacf_adjustment,nacf_adjustment,total_adjustment,pacf_cases_added_during_month,nacf_cases_added_during_month,total_cases_added_during_month,pacf_federal_apps_approved,pacf_fed_st_apps_approved,pacf_state_apps_approved,nacf_federal_apps_approved,nacf_fed_st_apps_approved,nacf_state_apps_approved,pacf_apps_approved,nacf_apps_approved,total_apps_approved,pacf_change_assist_status_PACF_or_NACF,nacf_change_assist_status_PACF_or_NACF,total_change_assist_status_PACF_or_NACF,pacf_intercounty_transfers,nacf_intercounty_transfers,total_intercounty_transfers,pacf_cases_reinstated_benefits_prorated_during_month,nacf_cases_reinstated_benefits_prorated_during_month,total_cases_reinstated_benefits_prorated_during_month,pacf_other_approvals,nacf_other_approvals,total_other_approvals,pacf_total_cases_open_during_month,nacf_total_cases_open_during_month,total_total_cases_open_during_month,pacf_pure_federal_cases,nacf_pure_federal_cases,total_pure_federal_cases,federal_persons_in_6A_and_6B,state_persons_single_fed_st_combined_cases,state_persons_families_fed_st_combined_cases,pacf_fed_st_combined_cases,nacf_fed_st_combined_cases,total_fed_st_combined_cases,state_persons_single_pure_state_cases,state_persons_families_pure_state_cases,pacf_pure_state_cases,nacf_pure_state_cases,total_pure_state_cases,pacf_cases_discontinued_during_month,nacf_cases_discontinued_during_month,total_cases_discontinued_during_month,pacf_household_discontinued_failed_to_complete_app,nacf_household_discontinued_failed_to_complete_app,total_household_discontinued_failed_to_complete_app,pacf_cases_brought_forward_at_end_month,nacf_cases_brought_forward_at_end_month,total_cases_brought_forward_at_end_month,pacf_recertification_disposed_during_month,nacf_recertification_disposed_during_month,total_recertification_disposed_during_month,pacf_federal_determined_continuing_eligible,pacf_fed_st_determined_continuing_eligible,pacf_state_determined_continuing_eligible,nacf_federal_determined_continuing_eligible,nacf_fed_st_determined_continuing_eligible,nacf_state_determined_continuing_eligible,pacf_determined_continuing_eligible,nacf_determined_continuing_eligible,total_determined_continuing_eligible,pacf_federal_determined_ineligible,pacf_fed_st_determined_ineligible,pacf_state_determined_ineligible,nacf_federal_determined_ineligible,nacf_fed_st_determined_ineligible,nacf_state_determined_ineligible,pacf_determined_ineligible,nacf_determined_ineligible,total_determined_ineligible,pacf_overdue_recertifications_during_month,nacf_overdue_recertifications_during_month,total_overdue_recertifications_during_month,year,month,quarter,fulldate
Alameda,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2017,AUG,3.0,2017-08-01
Alpine,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,70.0,71.0,1.0,70.0,71.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,75.0,78.0,3.0,75.0,78.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,71.0,74.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Amador,128.0,23.0,113.0,79.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,110.0,113.0,3.0,52.0,55.0,2.0,52.0,54.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,58.0,108.0,1444.0,1552.0,108.0,1444.0,1552.0,0.0,0.0,0.0,11.0,123.0,134.0,3.0,0.0,0.0,76.0,0.0,0.0,3.0,76.0,79.0,4.0,-4.0,0.0,0.0,9.0,9.0,1.0,24.0,25.0,3.0,18.0,21.0,119.0,1567.0,1686.0,119.0,1566.0,1685.0,3046.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,142.0,146.0,0.0,0.0,0.0,115.0,1425.0,1540.0,11.0,61.0,72.0,11.0,0.0,0.0,60.0,0.0,0.0,11.0,60.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Butte,1955.0,949.0,1638.0,886.0,0.0,66.0,66.0,1.0,661.0,662.0,1.0,210.0,211.0,0.0,451.0,451.0,0.0,25.0,25.0,0.0,90.0,90.0,22.0,1616.0,1638.0,18.0,655.0,673.0,15.0,599.0,614.0,2.0,39.0,41.0,1.0,17.0,18.0,4.0,961.0,965.0,1455.0,13754.0,15209.0,1455.0,13754.0,15209.0,0.0,0.0,0.0,102.0,1524.0,1626.0,24.0,0.0,0.0,855.0,5.0,2.0,24.0,862.0,886.0,3.0,-3.0,0.0,15.0,35.0,50.0,3.0,193.0,196.0,57.0,437.0,494.0,1557.0,15278.0,16835.0,1550.0,15214.0,16764.0,31210.0,5.0,42.0,7.0,38.0,45.0,26.0,5.0,0.0,26.0,26.0,73.0,1477.0,1550.0,0.0,12.0,12.0,1484.0,13801.0,15285.0,125.0,680.0,805.0,125.0,0.0,0.0,662.0,3.0,1.0,125.0,666.0,791.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Calaveras,254.0,59.0,235.0,170.0,0.0,1.0,1.0,0.0,53.0,53.0,0.0,30.0,30.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,231.0,235.0,1.0,112.0,113.0,1.0,100.0,101.0,0.0,8.0,8.0,0.0,4.0,4.0,3.0,119.0,122.0,188.0,2405.0,2593.0,188.0,2405.0,2593.0,0.0,0.0,0.0,18.0,237.0,255.0,4.0,0.0,0.0,166.0,0.0,0.0,4.0,166.0,170.0,7.0,-7.0,0.0,3.0,5.0,8.0,0.0,39.0,39.0,4.0,34.0,38.0,206.0,2642.0,2848.0,206.0,2635.0,2841.0,5091.0,1.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,10.0,196.0,206.0,0.0,0.0,0.0,196.0,2446.0,2642.0,11.0,93.0,104.0,11.0,0.0,0.0,92.0,0.0,0.0,11.0,92.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Colusa,69.0,5.0,71.0,38.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,11.0,11.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,71.0,71.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,76.0,550.0,626.0,76.0,550.0,626.0,0.0,0.0,0.0,1.0,76.0,77.0,2.0,0.0,0.0,34.0,1.0,1.0,2.0,36.0,38.0,-5.0,5.0,0.0,0.0,2.0,2.0,1.0,6.0,7.0,3.0,27.0,30.0,77.0,626.0,703.0,75.0,621.0,696.0,1542.0,0.0,6.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,2.0,5.0,50.0,55.0,0.0,0.0,0.0,72.0,576.0,648.0,7.0,18.0,25.0,6.0,1.0,0.0,18.0,0.0,0.0,7.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Contra Costa,2892.0,1161.0,2413.0,1344.0,4.0,36.0,40.0,0.0,963.0,963.0,0.0,324.0,324.0,0.0,639.0,639.0,0.0,64.0,64.0,0.0,106.0,106.0,39.0,1201.0,1240.0,27.0,585.0,612.0,27.0,575.0,602.0,0.0,7.0,7.0,0.0,3.0,3.0,12.0,616.0,628.0,3427.0,25329.0,28756.0,3408.0,25062.0,28470.0,19.0,267.0,286.0,178.0,2795.0,2973.0,99.0,6.0,0.0,1208.0,23.0,8.0,105.0,1239.0,1344.0,-81.0,81.0,0.0,11.0,57.0,68.0,10.0,36.0,46.0,133.0,1382.0,1515.0,3605.0,28124.0,31729.0,3499.0,27582.0,31081.0,63479.0,31.0,696.0,102.0,414.0,516.0,160.0,17.0,4.0,128.0,132.0,185.0,2641.0,2826.0,0.0,0.0,0.0,3420.0,25483.0,28903.0,316.0,1479.0,1795.0,304.0,8.0,0.0,1409.0,22.0,3.0,312.0,1434.0,1746.0,3.0,1.0,0.0,44.0,1.0,0.0,4.0,45.0,49.0,1.0,4.0,5.0,2017,AUG,3.0,2017-08-01
Del Norte,211.0,8.0,181.0,111.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,18.0,18.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,172.0,181.0,5.0,82.0,87.0,5.0,80.0,85.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,90.0,94.0,344.0,2028.0,2372.0,344.0,2028.0,2372.0,0.0,0.0,0.0,17.0,221.0,238.0,9.0,0.0,0.0,102.0,0.0,0.0,9.0,102.0,111.0,-9.0,9.0,0.0,0.0,6.0,6.0,4.0,24.0,28.0,13.0,80.0,93.0,361.0,2249.0,2610.0,361.0,2246.0,2607.0,5323.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,15.0,188.0,203.0,0.0,1.0,1.0,346.0,2061.0,2407.0,33.0,95.0,128.0,33.0,0.0,0.0,94.0,0.0,0.0,33.0,94.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
El Dorado,596.0,102.0,553.0,338.0,0.0,1.0,1.0,0.0,199.0,199.0,0.0,74.0,74.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,544.0,553.0,7.0,238.0,245.0,6.0,235.0,241.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,306.0,308.0,480.0,5873.0,6353.0,480.0,5873.0,6353.0,0.0,0.0,0.0,21.0,577.0,598.0,8.0,0.0,0.0,329.0,1.0,0.0,8.0,330.0,338.0,-10.0,10.0,0.0,5.0,19.0,24.0,1.0,81.0,82.0,17.0,137.0,154.0,501.0,6450.0,6951.0,499.0,6419.0,6918.0,12168.0,2.0,31.0,2.0,24.0,26.0,7.0,0.0,0.0,7.0,7.0,30.0,579.0,609.0,0.0,1.0,1.0,471.0,5871.0,6342.0,44.0,205.0,249.0,44.0,0.0,0.0,202.0,1.0,0.0,44.0,203.0,247.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2017,AUG,3.0,2017-08-01
Fresno,5470.0,1856.0,5198.0,3733.0,22.0,142.0,164.0,3.0,1363.0,1366.0,3.0,1360.0,1363.0,0.0,3.0,3.0,2.0,220.0,222.0,0.0,99.0,99.0,53.0,4178.0,4231.0,28.0,1881.0,1909.0,27.0,1775.0,1802.0,1.0,81.0,82.0,0.0,25.0,25.0,25.0,2297.0,2322.0,11164.0,73615.0,84779.0,10634.0,70288.0,80922.0,530.0,3327.0,3857.0,184.0,3702.0,3886.0,277.0,1.0,1.0,3391.0,23.0,40.0,279.0,3454.0,3733.0,-111.0,111.0,0.0,13.0,76.0,89.0,2.0,15.0,17.0,1.0,46.0,47.0,11348.0,77317.0,88665.0,11167.0,76442.0,87609.0,203731.0,74.0,875.0,166.0,642.0,808.0,281.0,31.0,15.0,233.0,248.0,571.0,6173.0,6744.0,0.0,0.0,0.0,10777.0,71144.0,81921.0,1040.0,5369.0,6409.0,932.0,15.0,1.0,4507.0,31.0,15.0,948.0,4553.0,5501.0,90.0,2.0,0.0,799.0,16.0,1.0,92.0,816.0,908.0,6.0,45.0,51.0,2017,AUG,3.0,2017-08-01
