county,apps_rcvd_during_month,online_apps_rcvd_during_month,apps_disposed_during_month,apps_approved,pacf_apps_approved_over_30d,nacf_apps_approved_over_30d,total_apps_approved_over_30d,pacf_apps_denied,nacf_apps_denied,total_apps_denied,pacf_apps_denied_because_ineligible,nacf_apps_denied_because_ineligible,total_apps_denied_because_ineligible,pacf_apps_denied_procedural_reasons,nacf_apps_denied_procedural_reasons,total_apps_denied_procedural_reasons,pacf_apps_denied_over_30d,nacf_apps_denied_over_30d,total_apps_denied_over_30d,pacf_apps_withdrawn,nacf_apps_withdrawn,total_apps_withdrawn,pacf_apps_processed_under_ES_disposed_during_month,nacf_apps_processed_under_ES_disposed_during_month,total_apps_processed_under_ES_disposed_during_month,pacf_found_entitled_to_ES,nacf_found_entitled_to_ES,total_found_entitled_to_ES,pacf_benefits_issued_1_to_3d,nacf_benefits_issued_1_to_3d,total_benefits_issued_1_to_3d,pacf_benefits_issued_4_to_7d,nacf_benefits_issued_4_to_7d,total_benefits_issued_4_to_7d,pacf_benefits_issued_over_7d,nacf_benefits_issued_over_7d,total_benefits_issued_over_7d,pacf_found_not_entitled_to_ES,nacf_found_not_entitled_to_ES,total_found_not_entitled_to_ES,pacf_cases_brought_from_begin_month,nacf_cases_brought_from_begin_month,total_cases_brought_from_begin_month,pacf_item_8_from_last_month_report,nacf_item_8_from_last_month_report,total_item_8_from_last_month_report,pacf_adjustment,nacf_adjustment,total_adjustment,pacf_cases_added_during_month,nacf_cases_added_during_month,total_cases_added_during_month,pacf_federal_apps_approved,pacf_fed_st_apps_approved,pacf_state_apps_approved,nacf_federal_apps_approved,nacf_fed_st_apps_approved,nacf_state_apps_approved,pacf_apps_approved,nacf_apps_approved,total_apps_approved,pacf_change_assist_status_PACF_or_NACF,nacf_change_assist_status_PACF_or_NACF,total_change_assist_status_PACF_or_NACF,pacf_intercounty_transfers,nacf_intercounty_transfers,total_intercounty_transfers,pacf_cases_reinstated_benefits_prorated_during_month,nacf_cases_reinstated_benefits_prorated_during_month,total_cases_reinstated_benefits_prorated_during_month,pacf_other_approvals,nacf_other_approvals,total_other_approvals,pacf_total_cases_open_during_month,nacf_total_cases_open_during_month,total_total_cases_open_during_month,pacf_pure_federal_cases,nacf_pure_federal_cases,total_pure_federal_cases,federal_persons_in_6A_and_6B,state_persons_single_fed_st_combined_cases,state_persons_families_fed_st_combined_cases,pacf_fed_st_combined_cases,nacf_fed_st_combined_cases,total_fed_st_combined_cases,state_persons_single_pure_state_cases,state_persons_families_pure_state_cases,pacf_pure_state_cases,nacf_pure_state_cases,total_pure_state_cases,pacf_cases_discontinued_during_month,nacf_cases_discontinued_during_month,total_cases_discontinued_during_month,pacf_household_discontinued_failed_to_complete_app,nacf_household_discontinued_failed_to_complete_app,total_household_discontinued_failed_to_complete_app,pacf_cases_brought_forward_at_end_month,nacf_cases_brought_forward_at_end_month,total_cases_brought_forward_at_end_month,pacf_recertification_disposed_during_month,nacf_recertification_disposed_during_month,total_recertification_disposed_during_month,pacf_federal_determined_continuing_eligible,pacf_fed_st_determined_continuing_eligible,pacf_state_determined_continuing_eligible,nacf_federal_determined_continuing_eligible,nacf_fed_st_determined_continuing_eligible,nacf_state_determined_continuing_eligible,pacf_determined_continuing_eligible,nacf_determined_continuing_eligible,total_determined_continuing_eligible,pacf_federal_determined_ineligible,pacf_fed_st_determined_ineligible,pacf_state_determined_ineligible,nacf_federal_determined_ineligible,nacf_fed_st_determined_ineligible,nacf_state_determined_ineligible,pacf_determined_ineligible,nacf_determined_ineligible,total_determined_ineligible,pacf_overdue_recertifications_during_month,nacf_overdue_recertifications_during_month,total_overdue_recertifications_during_month,year,month,quarter,fulldate
California,155641.0,60157.0,146387.0,91501.0,125.0,1333.0,1458.0,142.0,48656.0,48798.0,59.0,15687.0,15746.0,83.0,32969.0,33052.0,8.0,2326.0,2334.0,57.0,6031.0,6088.0,4075.0,128462.0,132537.0,2658.0,53284.0,55942.0,2335.0,48964.0,51299.0,151.0,2612.0,2763.0,172.0,1708.0,1880.0,1417.0,75178.0,76595.0,207632.0,1599836.0,1807468.0,209212.0,1616848.0,1826060.0,-1580.0,-17012.0,-18592.0,9004.0,153969.0,162973.0,5290.0,111.0,8.0,84627.0,854.0,611.0,5409.0,86092.0,91501.0,-4196.0,4196.0,0.0,555.0,2603.0,3158.0,1324.0,19350.0,20674.0,5912.0,41728.0,47640.0,216636.0,1753805.0,1970441.0,212034.0,1724905.0,1936939.0,3931957.0,2456.0,28807.0,4342.0,19405.0,23747.0,11778.0,1006.0,260.0,9495.0,9755.0,11408.0,138675.0,150083.0,62.0,791.0,853.0,205228.0,1615130.0,1820358.0,15513.0,81724.0,97237.0,14964.0,304.0,14.0,76201.0,1103.0,289.0,15282.0,77593.0,92875.0,225.0,5.0,1.0,4020.0,92.0,19.0,231.0,4131.0,4362.0,13.0,57.0,70.0,2018,JUL,3.0,2018-07-01
Alameda,5379.0,2011.0,5130.0,3191.0,0.0,44.0,44.0,1.0,1636.0,1637.0,0.0,486.0,486.0,1.0,1150.0,1151.0,0.0,83.0,83.0,0.0,302.0,302.0,145.0,4849.0,4994.0,51.0,1317.0,1368.0,51.0,1298.0,1349.0,0.0,19.0,19.0,0.0,0.0,0.0,94.0,3532.0,3626.0,4420.0,50784.0,55204.0,4514.0,51631.0,56145.0,-94.0,-847.0,-941.0,87.0,4175.0,4262.0,141.0,6.0,0.0,2933.0,64.0,47.0,147.0,3044.0,3191.0,-165.0,165.0,0.0,30.0,142.0,172.0,33.0,481.0,514.0,42.0,343.0,385.0,4507.0,54959.0,59466.0,4341.0,52898.0,57239.0,107768.0,120.0,2051.0,164.0,1418.0,1582.0,807.0,63.0,2.0,643.0,645.0,159.0,3722.0,3881.0,0.0,0.0,0.0,4348.0,51237.0,55585.0,247.0,2137.0,2384.0,235.0,8.0,0.0,1951.0,66.0,15.0,243.0,2032.0,2275.0,4.0,0.0,0.0,102.0,3.0,0.0,4.0,105.0,109.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Alpine,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,68.0,71.0,3.0,68.0,71.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,73.0,4.0,69.0,73.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Amador,115.0,27.0,119.0,73.0,0.0,1.0,1.0,0.0,40.0,40.0,0.0,15.0,15.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,117.0,119.0,2.0,47.0,49.0,2.0,45.0,47.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,70.0,70.0,100.0,1306.0,1406.0,100.0,1306.0,1406.0,0.0,0.0,0.0,5.0,118.0,123.0,2.0,0.0,0.0,71.0,0.0,0.0,2.0,71.0,73.0,1.0,-1.0,0.0,0.0,3.0,3.0,1.0,23.0,24.0,1.0,22.0,23.0,105.0,1424.0,1529.0,105.0,1423.0,1528.0,2733.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,144.0,150.0,0.0,0.0,0.0,99.0,1280.0,1379.0,3.0,43.0,46.0,3.0,0.0,0.0,43.0,0.0,0.0,3.0,43.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Butte,1543.0,716.0,1391.0,682.0,1.0,32.0,33.0,0.0,609.0,609.0,0.0,89.0,89.0,0.0,520.0,520.0,0.0,29.0,29.0,0.0,100.0,100.0,21.0,1370.0,1391.0,11.0,486.0,497.0,9.0,474.0,483.0,2.0,8.0,10.0,0.0,4.0,4.0,10.0,884.0,894.0,1375.0,14240.0,15615.0,1375.0,14240.0,15615.0,0.0,0.0,0.0,56.0,1335.0,1391.0,23.0,0.0,0.0,657.0,1.0,1.0,23.0,659.0,682.0,-27.0,27.0,0.0,8.0,43.0,51.0,9.0,259.0,268.0,43.0,347.0,390.0,1431.0,15575.0,17006.0,1422.0,15504.0,16926.0,30795.0,4.0,56.0,9.0,47.0,56.0,23.0,4.0,0.0,24.0,24.0,93.0,1695.0,1788.0,0.0,23.0,23.0,1338.0,13880.0,15218.0,109.0,683.0,792.0,108.0,1.0,0.0,668.0,4.0,0.0,109.0,672.0,781.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Calaveras,167.0,31.0,155.0,114.0,0.0,3.0,3.0,0.0,37.0,37.0,0.0,8.0,8.0,0.0,29.0,29.0,0.0,1.0,1.0,0.0,4.0,4.0,3.0,151.0,154.0,3.0,77.0,80.0,3.0,71.0,74.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,74.0,74.0,180.0,2369.0,2549.0,180.0,2369.0,2549.0,0.0,0.0,0.0,-4.0,202.0,198.0,5.0,0.0,0.0,109.0,0.0,0.0,5.0,109.0,114.0,-13.0,13.0,0.0,1.0,9.0,10.0,1.0,29.0,30.0,2.0,42.0,44.0,176.0,2571.0,2747.0,176.0,2565.0,2741.0,4878.0,1.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,8.0,224.0,232.0,0.0,1.0,1.0,168.0,2347.0,2515.0,12.0,125.0,137.0,11.0,0.0,0.0,122.0,0.0,0.0,11.0,122.0,133.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Colusa,85.0,21.0,79.0,34.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,6.0,6.0,0.0,31.0,31.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,79.0,79.0,0.0,24.0,24.0,0.0,17.0,17.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,55.0,55.0,52.0,539.0,591.0,52.0,539.0,591.0,0.0,0.0,0.0,8.0,73.0,81.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,34.0,3.0,-3.0,0.0,1.0,7.0,8.0,0.0,6.0,6.0,4.0,29.0,33.0,60.0,612.0,672.0,60.0,608.0,668.0,1447.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,72.0,80.0,0.0,1.0,1.0,52.0,540.0,592.0,5.0,19.0,24.0,5.0,0.0,0.0,17.0,1.0,1.0,5.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
Contra Costa,2829.0,1328.0,2152.0,1049.0,2.0,65.0,67.0,1.0,993.0,994.0,0.0,218.0,218.0,1.0,775.0,776.0,0.0,110.0,110.0,0.0,109.0,109.0,32.0,1037.0,1069.0,17.0,526.0,543.0,15.0,514.0,529.0,2.0,10.0,12.0,0.0,2.0,2.0,15.0,511.0,526.0,3067.0,24596.0,27663.0,3046.0,24339.0,27385.0,21.0,257.0,278.0,81.0,2600.0,2681.0,68.0,0.0,0.0,968.0,6.0,7.0,68.0,981.0,1049.0,-112.0,112.0,0.0,13.0,68.0,81.0,6.0,126.0,132.0,106.0,1313.0,1419.0,3148.0,27196.0,30344.0,3067.0,26689.0,29756.0,59820.0,28.0,630.0,81.0,391.0,472.0,144.0,10.0,0.0,116.0,116.0,175.0,2897.0,3072.0,0.0,0.0,0.0,2973.0,24299.0,27272.0,255.0,1194.0,1449.0,251.0,4.0,0.0,1149.0,13.0,2.0,255.0,1164.0,1419.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,30.0,30.0,0.0,3.0,3.0,2018,JUL,3.0,2018-07-01
Del Norte,184.0,22.0,181.0,111.0,0.0,1.0,1.0,0.0,62.0,62.0,0.0,24.0,24.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,173.0,181.0,4.0,71.0,75.0,4.0,65.0,69.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,102.0,106.0,326.0,1987.0,2313.0,326.0,1987.0,2313.0,0.0,0.0,0.0,11.0,225.0,236.0,9.0,0.0,0.0,102.0,0.0,0.0,9.0,102.0,111.0,-14.0,14.0,0.0,0.0,9.0,9.0,4.0,21.0,25.0,12.0,79.0,91.0,337.0,2212.0,2549.0,337.0,2210.0,2547.0,5037.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,220.0,239.0,0.0,0.0,0.0,318.0,1992.0,2310.0,24.0,92.0,116.0,24.0,0.0,0.0,91.0,0.0,0.0,24.0,91.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
El Dorado,591.0,120.0,581.0,327.0,1.0,2.0,3.0,0.0,238.0,238.0,0.0,61.0,61.0,0.0,177.0,177.0,0.0,3.0,3.0,0.0,16.0,16.0,13.0,568.0,581.0,9.0,249.0,258.0,9.0,246.0,255.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,319.0,323.0,427.0,5539.0,5966.0,427.0,5540.0,5967.0,0.0,-1.0,-1.0,24.0,542.0,566.0,16.0,0.0,0.0,309.0,1.0,1.0,16.0,311.0,327.0,-11.0,11.0,0.0,4.0,10.0,14.0,1.0,71.0,72.0,14.0,139.0,153.0,451.0,6081.0,6532.0,450.0,6046.0,6496.0,11126.0,2.0,31.0,1.0,28.0,29.0,9.0,0.0,0.0,7.0,7.0,27.0,576.0,603.0,0.0,3.0,3.0,424.0,5505.0,5929.0,36.0,207.0,243.0,36.0,0.0,0.0,205.0,1.0,0.0,36.0,206.0,242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,JUL,3.0,2018-07-01
