county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Colusa,\N,\N,\N,\N,\N,\N,\N,13.0,47.0,\N,\N,\N,13.0,47.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2007,JAN,1.0,2007-01-01
Santa Cruz,1.0,2.0,3.0,4.0,5.0,6.0,9.0,12.0,15.0,18.0,7.0,10.0,13.0,16.0,19.0,8.0,11.0,14.0,17.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,2007,JAN,1.0,2007-01-01
California,25248.0,39970.0,-14722.0,147165.0,172413.0,12672.0,5752.0,2699.0,871.0,2182.0,117259.0,49996.0,39906.0,4977.0,5113.0,129931.0,55748.0,42605.0,5848.0,7295.0,6920.0,67263.0,74183.0,42482.0,69.0,5410.0,5479.0,2007,JAN,1.0,2007-01-01
Alameda,0.0,0.0,0.0,5058.0,5058.0,582.0,324.0,102.0,67.0,155.0,4476.0,1817.0,1338.0,215.0,264.0,5058.0,2141.0,1440.0,282.0,419.0,258.0,2659.0,2917.0,0.0,0.0,28.0,28.0,2007,JAN,1.0,2007-01-01
Alpine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
Amador,0.0,0.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,86.0,78.0,76.0,1.0,1.0,86.0,78.0,76.0,1.0,1.0,0.0,8.0,8.0,0.0,0.0,10.0,10.0,2007,JAN,1.0,2007-01-01
Butte,4.0,1.0,3.0,959.0,963.0,38.0,35.0,32.0,2.0,1.0,920.0,768.0,707.0,35.0,26.0,958.0,803.0,739.0,37.0,27.0,3.0,152.0,155.0,5.0,2.0,56.0,58.0,2007,JAN,1.0,2007-01-01
Calaveras,0.0,0.0,0.0,93.0,93.0,13.0,13.0,13.0,0.0,0.0,80.0,72.0,64.0,3.0,5.0,93.0,85.0,77.0,3.0,5.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
Colusa,0.0,0.0,0.0,58.0,58.0,8.0,7.0,7.0,0.0,0.0,50.0,41.0,41.0,0.0,0.0,58.0,48.0,48.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,1.0,1.0,2007,JAN,1.0,2007-01-01
Contra Costa,870.0,1126.0,-256.0,3039.0,3909.0,237.0,151.0,94.0,22.0,35.0,2426.0,910.0,520.0,174.0,216.0,2663.0,1061.0,614.0,196.0,251.0,86.0,1516.0,1602.0,1246.0,0.0,9.0,9.0,2007,JAN,1.0,2007-01-01
Del Norte,0.0,0.0,0.0,161.0,161.0,14.0,11.0,11.0,0.0,0.0,145.0,123.0,120.0,2.0,1.0,159.0,134.0,131.0,2.0,1.0,3.0,22.0,25.0,2.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
El Dorado,5.0,5.0,0.0,187.0,192.0,25.0,24.0,24.0,0.0,0.0,164.0,132.0,123.0,4.0,5.0,189.0,156.0,147.0,4.0,5.0,1.0,32.0,33.0,3.0,0.0,3.0,3.0,2007,JAN,1.0,2007-01-01
Fresno,96.0,990.0,-894.0,4664.0,4760.0,119.0,62.0,30.0,11.0,21.0,4348.0,2793.0,2525.0,160.0,108.0,4467.0,2855.0,2555.0,171.0,129.0,57.0,1555.0,1612.0,293.0,0.0,26.0,26.0,2007,JAN,1.0,2007-01-01
Glenn,0.0,0.0,0.0,50.0,50.0,5.0,4.0,4.0,0.0,0.0,45.0,36.0,36.0,0.0,0.0,50.0,40.0,40.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,5.0,5.0,2007,JAN,1.0,2007-01-01
Humboldt,0.0,0.0,0.0,676.0,676.0,40.0,6.0,5.0,0.0,1.0,636.0,557.0,521.0,18.0,18.0,676.0,563.0,526.0,18.0,19.0,34.0,79.0,113.0,0.0,10.0,24.0,34.0,2007,JAN,1.0,2007-01-01
Imperial,18.0,18.0,0.0,29.0,47.0,27.0,25.0,11.0,6.0,8.0,7.0,2.0,2.0,0.0,0.0,34.0,27.0,13.0,6.0,8.0,2.0,5.0,7.0,13.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
Inyo,0.0,0.0,0.0,56.0,56.0,5.0,3.0,2.0,0.0,1.0,50.0,34.0,31.0,3.0,0.0,55.0,37.0,33.0,3.0,1.0,2.0,16.0,18.0,1.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
Kern,38.0,19.0,19.0,4931.0,4969.0,1234.0,139.0,124.0,6.0,9.0,3663.0,1294.0,1243.0,29.0,22.0,4897.0,1433.0,1367.0,35.0,31.0,1095.0,2369.0,3464.0,72.0,21.0,168.0,189.0,2007,JAN,1.0,2007-01-01
Kings,0.0,0.0,0.0,691.0,691.0,111.0,32.0,30.0,2.0,0.0,572.0,387.0,349.0,33.0,5.0,683.0,419.0,379.0,35.0,5.0,79.0,185.0,264.0,8.0,3.0,54.0,57.0,2007,JAN,1.0,2007-01-01
Lake,3.0,3.0,0.0,216.0,219.0,119.0,25.0,22.0,2.0,1.0,91.0,39.0,32.0,3.0,4.0,210.0,64.0,54.0,5.0,5.0,94.0,52.0,146.0,9.0,0.0,0.0,0.0,2007,JAN,1.0,2007-01-01
Lassen,14.0,14.0,0.0,109.0,123.0,4.0,3.0,3.0,0.0,0.0,100.0,85.0,77.0,5.0,3.0,104.0,88.0,80.0,5.0,3.0,1.0,15.0,16.0,19.0,0.0,2.0,2.0,2007,JAN,1.0,2007-01-01
Los Angeles,7480.0,18815.0,-11335.0,65714.0,73194.0,3761.0,2227.0,471.0,374.0,1382.0,49211.0,23764.0,18718.0,2358.0,2688.0,52972.0,25991.0,19189.0,2732.0,4070.0,1534.0,25447.0,26981.0,20222.0,23.0,4737.0,4760.0,2007,JAN,1.0,2007-01-01
Madera,7.0,7.0,0.0,291.0,298.0,27.0,19.0,17.0,2.0,0.0,267.0,181.0,170.0,9.0,2.0,294.0,200.0,187.0,11.0,2.0,8.0,86.0,94.0,4.0,2.0,10.0,12.0,2007,JAN,1.0,2007-01-01
Marin,114.0,114.0,0.0,119.0,233.0,10.0,9.0,9.0,0.0,0.0,102.0,90.0,81.0,3.0,6.0,112.0,99.0,90.0,3.0,6.0,1.0,12.0,13.0,121.0,0.0,3.0,3.0,2007,JAN,1.0,2007-01-01
Mariposa,0.0,0.0,0.0,23.0,23.0,1.0,1.0,1.0,0.0,0.0,20.0,19.0,18.0,1.0,0.0,21.0,20.0,19.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2007,JAN,1.0,2007-01-01
Mendocino,0.0,3.0,-3.0,345.0,345.0,35.0,35.0,35.0,0.0,0.0,306.0,282.0,272.0,7.0,3.0,341.0,317.0,307.0,7.0,3.0,0.0,24.0,24.0,4.0,0.0,5.0,5.0,2007,JAN,1.0,2007-01-01
